outcome,change_type,event_week,weight,event_week_estimate,post_estimate,post_std_error,post_ci_lower,post_ci_upper,unit,weighting_rule,se_method,cluster_level,source
t_available,region_only,4,0.0423728813559322,0.8585649309587428,0.11357373020914052,0.0828896727829141,-0.04889002844537113,0.2760374888636522,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,region_only,5,0.04314329738058552,0.8496743853652686,0.11357373020914052,0.0828896727829141,-0.04889002844537113,0.2760374888636522,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,region_only,6,0.027349768875192602,0.9522893001084823,0.11357373020914052,0.0828896727829141,-0.04889002844537113,0.2760374888636522,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,region_only,7,0.04121725731895223,1.0209444111258041,0.11357373020914052,0.0828896727829141,-0.04889002844537113,0.2760374888636522,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,region_only,8,0.06702619414483821,0.8001739797774342,0.11357373020914052,0.0828896727829141,-0.04889002844537113,0.2760374888636522,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,0,0.10875770925110133,-0.1340046237896442,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,1,0.11245814977973569,-0.026466385413582292,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,2,0.13011453744493393,-0.3371139498112627,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,3,0.12701321585903083,-0.21165127250914612,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,4,0.09416740088105727,-0.4385080937045673,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,5,0.08479295154185022,-0.3340003420667164,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,6,0.09825550660792952,-0.6687963198506203,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,7,0.1406872246696035,-0.47998706946994263,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
t_available,workmode_only,8,0.10375330396475771,0.8321499917556322,-0.20481303219121794,0.11301839728357514,-0.4263290908670252,0.01670302648458935,days,treated_orders_on_post_event_weeks_normalized_to_1,a'Cov(theta)a,hex,notebooks/final_empirical_recalculation.ipynb
