outcome,change_type,event_week,coef,se,ci_low,ci_high,pval,estimated,baseline_week,ci_level,cluster_level,estimator
sch_flg,workmode_only,-7,0.008548678534618537,0.014722934886010966,-0.0203080605321754,0.03740541760141247,0.5614864183811052,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,-6,-0.0008618589390354087,0.015048972994712416,-0.03035762797515755,0.028633910097086733,0.9543299962221483,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,-5,-0.01391307204050638,0.014782226495078798,-0.0428860218020407,0.015059877721027943,0.3466030373943516,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,-4,-0.006827769616348902,0.014802519352040622,-0.0358404930835201,0.022184953850822302,0.6446149504013867,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,-3,-0.001885383217917658,0.014399789804530869,-0.030108762606822298,0.026337996170986984,0.8958298919468692,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,-2,0.016130839970817334,0.014197266520884853,-0.011695596716352188,0.043957276657986856,0.25587811910338165,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,0,0.011333813506225286,0.014708873515498365,-0.017495365478088824,0.040162992490539395,0.4409797526582824,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,1,-0.0004449547149066474,0.014434237118009485,-0.028735850339147558,0.02784594090933426,0.9754080891750023,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,2,-0.004539988831342185,0.014654416167808907,-0.03326243220317746,0.02418245454049309,0.7567110061669517,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,3,0.005458204590383517,0.014554403550583999,-0.023068215500700276,0.03398462468146731,0.7076456923073402,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,4,-0.012409915362732747,0.01653837171227956,-0.04482488430648265,0.020005053581017153,0.45303286326397463,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,5,-0.01589107348600133,0.01670356035335286,-0.04862980977295803,0.01684766280095536,0.34142452544856394,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,6,0.00048810264857457775,0.016036647774515213,-0.030943494646266747,0.031919699943415904,0.9757188305961688,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,7,0.0027222207217608312,0.015384863133672832,-0.02743188812025826,0.03287632956377992,0.8595546677358972,True,-1,0.95,hex,PanelOLS hex+date FE event-study
sch_flg,workmode_only,8,-0.016463766848421307,0.01751857353627259,-0.05079991716577341,0.017872383468930792,0.34732774082701745,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-8,0.05408731691024454,0.019819924143688418,0.015240489025055946,0.09293414479543313,0.006355049462633433,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-7,0.044286520765350515,0.02522079477176221,-0.005145952665094385,0.09371899419579541,0.07909969079140877,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-6,0.041918098509274034,0.026885893836168465,-0.010777950316204689,0.09461414733475276,0.11897336100875222,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-5,0.06590251864613139,0.026180810800977717,0.014588424620996528,0.11721661267126626,0.011830549715873051,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-4,0.06747312813791821,0.027386002699351927,0.013796871578489515,0.1211493846973469,0.013749729391737686,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-3,0.044356068557475876,0.026219851165176604,-0.007034544141374104,0.09574668125632585,0.09070682839324307,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,-2,0.03527628080927852,0.026505221553692747,-0.016673654633990044,0.08722621625254709,0.18321910458928592,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,0,-0.0015253376064380398,0.028768039063830964,-0.057910369860100945,0.054859694647224864,0.9577145270521439,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,1,-0.036940002249454824,0.027535191224804082,-0.09090866663691906,0.01702866213800941,0.17974316340917862,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,2,-1.594436142674282e-05,0.02675249537898916,-0.05245053371467815,0.05241864499182467,0.9995244658223383,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,3,0.02100434822691222,0.02807693866178868,-0.03402613502974705,0.07603483148357149,0.45440188282105076,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,4,0.05176010449059412,0.03849279706789436,-0.023685343820678287,0.12720555280186652,0.17873504918199634,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,5,0.05985301834390959,0.036536681659607904,-0.01175846581904555,0.13146450250686473,0.10139110082675873,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,6,0.04313083198070997,0.036770550401639776,-0.02893903228014936,0.11520069624156931,0.2408098835826722,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,7,-0.19389423712628764,0.039291766727074726,-0.2709056569625092,-0.11688281729006612,8.039617773736296e-07,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_and_workmode,8,-0.04209937767415128,0.03522835343676506,-0.11114655326954331,0.026947797921240767,0.23207340241662444,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-8,0.009343435017080568,0.026136202796145296,-0.041883301819667915,0.060570171853829055,0.720725776914569,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-7,-0.03096458405408961,0.03323005950996887,-0.09609522016308575,0.034166052054906526,0.35142983838331787,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-6,0.06870160964159423,0.03475367754539755,0.0005846950456504935,0.136818524237538,0.04806567290242625,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-5,0.03051018830131395,0.03341717591160211,-0.03498719437523326,0.09600757097786117,0.36124027303433226,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-4,0.013531980759615633,0.035062319501036984,-0.0551898694638039,0.08225383098303517,0.6995414436490197,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-3,0.004685949371189974,0.03523609210752479,-0.06437649369394487,0.07374839243632482,0.8942038113100255,True,-1,0.95,hex,PanelOLS hex+date FE event-study
meet_flg,region_only,-2,-0.005177095880105519,0.032924727879042326,-0.06970928457011713,0.059355092809906085,0.8750557946210886,True,-1,0.95,hex,PanelOLS hex+date FE event-study
