outcome,term,event_week,estimate,std_error,ci_lower,ci_upper,p_value,unit,estimated,n_obs,n_hexagons,cohorts_used
meet_flg,W_minus,-3,-0.017988868963091695,0.3537687869248583,-0.7113690322764773,0.6753912943502939,0.9594457385899198,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,-2,0.5016218683520641,0.35202354662740687,-0.18833765682931747,1.1915813935334456,0.15416905872719266,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,0,-0.048371149410986636,0.3658295286474642,-0.7653901394789703,0.668647840656997,0.8948079473578459,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,1,0.02650804069756626,0.3368738492021912,-0.6337583626961218,0.6867744440912543,0.9372806419127231,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,2,-0.09932440624186199,0.31938023516342195,-0.7253036554052941,0.5266548429215702,0.75580786783501,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,3,-0.4055163225935624,0.36405980440269076,-1.119066686453657,0.3080340412665322,0.26533568953536246,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,4,0.09288067097236538,0.39551945902815044,-0.6823300237823743,0.8680913657271052,0.8143393891414079,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,5,0.28875699619394646,0.3731477328511008,-0.44260553636117034,1.0201195287490634,0.4390261785207974,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,6,0.2423434876825486,0.3526895552410697,-0.44892140184520124,0.9336083772102984,0.49200212000338506,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,7,0.7602163910695651,0.33433972799797407,0.10491681753588174,1.4155159646032485,0.022980493703569138,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
meet_flg,W_minus,8,1.1996403760565588,0.3893567044631336,0.4365085642465131,1.9627721878666047,0.0020628963004463152,percentage_points_per_workday,True,146539,8305,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-8,1.7882457662557822,1.8923511048162558,-1.9207310149981494,5.497222547509714,0.34466776811365585,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-7,-1.8221116879518586,2.4783403895477547,-6.6796177487888,3.0353943728850834,0.46221030698576837,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-6,3.020239491271003,2.617299184688763,-2.109623503444267,8.150102485986272,0.24852181555252884,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-5,3.7624752116917994,2.514704474039214,-1.1663038516588466,8.691254275042445,0.1346067838470164,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-4,5.109574592453595,2.562329177797879,0.08745189958017235,10.131697285327018,0.04614189854698436,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-3,2.4454116970143067,2.540824387176049,-2.5345619628920875,7.425385356920701,0.33582644957580543,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,-2,0.6194287638122783,2.44008167155052,-4.163090844261679,5.4019483718862356,0.799607428659517,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,0,-5.104288726296958,2.725834195786331,-10.446878542736522,0.23830109014260636,0.06113152466539895,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,1,-12.58488007802397,3.7490882364034763,-19.933030843652066,-5.236729312395871,0.0007887868937579423,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,2,-5.0275161048170105,4.0615935012098445,-12.988172006641266,2.933139797007245,0.21578569917938473,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,3,-5.95494873301206,3.9064054634896843,-13.611438654660917,1.7015411886367973,0.12740986086013062,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,4,-0.12270400570384588,3.933436466335368,-7.83217424462759,7.586766233219899,0.97511398611084,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,5,-5.528884409209132,3.9819967207623375,-13.333531941449648,2.2757631230313846,0.16499639824105383,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,6,4.352106499119243,6.0047632680953145,-7.41712991879937,16.121342917037857,0.46859103484705655,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,7,,,,,,percentage_points_per_workday,False,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,R,8,,,,,,percentage_points_per_workday,False,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-8,0.5816137773117812,0.9840363303280197,-1.3470811101263171,2.5103086647498793,0.5544886239771154,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-7,0.8600925829837461,1.2902289997035414,-1.6687348582989214,3.3889200242664135,0.5050160874047163,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-6,1.7333966276500024,1.3377728513369986,-0.8886159743309474,4.355409229630952,0.195069886705038,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-5,-1.375489079504299,1.4136102093291132,-4.146141645405532,1.395163486396933,0.3305389356033559,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-4,1.3757453591178055,1.344903845285638,-1.2602438727366656,4.011734590972277,0.30634196213155995,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-3,0.14765101141447412,1.2416273048213589,-2.285917913946484,2.5812199367754323,0.9053410427126418,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,-2,0.06071189485392771,1.3247986409694616,-2.535871469980794,2.65729525968865,0.9634480043871481,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,0,4.176569326952873,1.2748894658702472,1.6778071175809997,6.675331536324746,0.001053087092210525,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,1,2.9371831414674943,1.5018575973950403,-0.006432841481342211,5.880799124416331,0.05050276346522664,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,2,1.340615104667345,1.5590877944535333,-1.715171115367145,4.396401324701835,0.3898615884215815,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,3,1.1291142960770908,1.6748254355127397,-2.153515780952626,4.411744373106807,0.500205567088329,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,4,0.1961491102623622,1.588888928340354,-2.9180468379456905,3.3103450584704146,0.9017505840157722,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,5,3.7158662049748927,1.3975068506886033,0.976775954938747,6.454956455011039,0.00784005840369395,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,6,1.4215565754927433,1.7383544204335633,-1.98558925836892,4.828702409354406,0.41349588281379956,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,7,,,,,,percentage_points_per_workday,False,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_plus,8,,,,,,percentage_points_per_workday,False,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-8,0.37292952008736996,0.26703471812929747,-0.15045409873976168,0.8963131389145016,0.16254901213064032,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-7,0.47450458380943283,0.36514229249916774,-0.24116825369222394,1.1901774213110896,0.19377280458140267,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-6,0.24126001616698572,0.3594570787009771,-0.4632698965781149,0.9457899289120864,0.5021078216293993,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-5,0.387459944355981,0.35567272034970954,-0.30965268878330415,1.0845725774952661,0.27599197228335837,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-4,-0.22942894350211437,0.359057499501675,-0.9331756876435072,0.4743178006392785,0.5228400721796385,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-3,0.0634052913422046,0.37475030585940544,-0.6710990929989374,0.7979096756833467,0.8656447741244571,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
success_within_20,W_minus,-2,0.3388715509606342,0.35453891800448467,-0.3560188483858482,1.0337619503071165,0.33917054423595006,percentage_points_per_workday,True,130562,8250,2022-08-12; 2022-08-19; 2022-09-22
